,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
10091,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,20,20,19,15,535,9526
10099,Multiple carriers,Delhi,Cochin,1 stop,27,3,2019,0,0,21,0,720,6883
10100,Multiple carriers,Delhi,Cochin,1 stop,27,5,2019,0,0,1,30,390,7198
10109,Multiple carriers,Delhi,Cochin,1 stop,18,5,2019,55,55,19,15,860,7564
10123,Multiple carriers,Delhi,Cochin,1 stop,27,5,2019,50,50,12,35,525,10197
10139,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,30,30,19,15,645,8937
10155,Multiple carriers,Delhi,Cochin,1 stop,27,3,2019,25,25,19,15,650,8601
10160,Multiple carriers,Delhi,Cochin,1 stop,21,5,2019,10,10,18,10,660,7038
10163,Multiple carriers,Delhi,Cochin,1 stop,15,5,2019,0,0,19,15,555,14323
10165,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,0,0,1,30,390,7408
10167,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,30,30,19,15,465,16108
10177,Multiple carriers,Delhi,Cochin,1 stop,6,6,2019,0,0,21,0,480,7408
10178,Multiple carriers,Delhi,Cochin,1 stop,3,6,2019,5,5,16,10,545,10696
10195,Multiple carriers,Delhi,Cochin,1 stop,15,5,2019,10,10,16,10,540,6513
10207,Multiple carriers,Delhi,Cochin,1 stop,6,3,2019,55,55,18,50,595,15411
10232,Multiple carriers,Delhi,Cochin,1 stop,21,3,2019,0,0,1,35,635,13542
10240,Multiple carriers,Delhi,Cochin,1 stop,21,3,2019,25,25,18,50,625,13069
10245,Multiple carriers,Delhi,Cochin,1 stop,1,6,2019,5,5,21,0,835,10406
10250,Multiple carriers,Delhi,Cochin,1 stop,15,5,2019,5,5,22,30,565,9646
10256,Multiple carriers,Delhi,Cochin,1 stop,27,6,2019,40,40,19,15,455,7268
10280,Multiple carriers,Delhi,Cochin,1 stop,21,5,2019,0,0,1,30,570,14067
10305,Multiple carriers,Delhi,Cochin,1 stop,3,6,2019,0,0,1,30,570,13377
10319,Multiple carriers,Delhi,Cochin,1 stop,9,5,2019,0,0,1,30,510,9424
10330,Multiple carriers,Delhi,Cochin,1 stop,9,6,2019,20,20,19,0,520,11789
10333,Multiple carriers,Delhi,Cochin,1 stop,21,3,2019,0,0,1,35,395,6838
10337,Multiple carriers,Delhi,Cochin,2 stops,9,5,2019,5,5,1,30,625,18191
10353,Multiple carriers,Delhi,Cochin,1 stop,27,3,2019,0,0,1,35,755,12327
10365,Multiple carriers,Delhi,Cochin,1 stop,21,3,2019,45,45,19,15,870,6630
10378,Multiple carriers,Delhi,Cochin,1 stop,3,6,2019,0,0,19,0,780,13259
10384,Multiple carriers,Delhi,Cochin,1 stop,3,6,2019,40,40,19,15,455,9001
10410,Multiple carriers,Delhi,Cochin,1 stop,9,3,2019,40,40,19,15,755,13082
10421,Multiple carriers,Delhi,Cochin,1 stop,24,6,2019,5,5,16,10,545,9856
10433,Multiple carriers,Delhi,Cochin,1 stop,27,5,2019,5,5,21,0,835,10406
10436,Multiple carriers,Delhi,Cochin,1 stop,27,6,2019,15,15,1,30,435,13377
10457,Multiple carriers,Delhi,Cochin,1 stop,1,3,2019,35,35,22,20,465,14762
10486,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,35,35,19,0,505,10877
10490,Multiple carriers,Delhi,Cochin,1 stop,6,6,2019,0,0,21,0,660,7933
10491,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,55,55,12,35,460,10678
10504,Multiple carriers,Delhi,Cochin,1 stop,21,3,2019,0,0,21,0,840,7618
10507,Multiple carriers,Delhi,Cochin,1 stop,27,6,2019,0,0,1,30,930,13377
10524,Multiple carriers,Delhi,Cochin,1 stop,24,6,2019,0,0,21,0,780,13797
10535,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,30,30,19,0,630,11200
10536,Multiple carriers,Delhi,Cochin,1 stop,6,3,2019,5,5,13,20,375,17267
10543,Multiple carriers,Delhi,Cochin,1 stop,12,6,2019,25,25,19,0,455,10877
10571,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,35,35,19,15,520,8614
10578,Multiple carriers,Delhi,Cochin,1 stop,3,3,2019,15,15,11,30,555,17057
10580,Multiple carriers,Delhi,Cochin,1 stop,6,6,2019,15,15,1,30,615,6795
10582,Multiple carriers,Delhi,Cochin,1 stop,15,6,2019,45,45,19,0,615,11789
10586,Multiple carriers,Delhi,Cochin,1 stop,27,3,2019,0,0,13,20,380,6148
10600,Multiple carriers,Delhi,Cochin,1 stop,6,3,2019,20,20,21,0,640,15147
10613,Multiple carriers,Delhi,Cochin,1 stop,6,3,2019,20,20,1,35,915,15147
10628,Multiple carriers,Delhi,Cochin,1 stop,3,3,2019,5,5,16,10,545,7905
10632,Multiple carriers,Delhi,Cochin,1 stop,27,5,2019,15,15,1,30,435,7308
10642,Multiple carriers,Delhi,Cochin,1 stop,18,5,2019,0,0,1,30,390,7670
10643,Multiple carriers,Delhi,Cochin,1 stop,6,6,2019,35,35,19,0,505,10877
10644,Multiple carriers,Delhi,Cochin,1 stop,3,3,2019,5,5,15,30,505,17057
10650,Multiple carriers,Delhi,Cochin,1 stop,27,6,2019,55,55,12,35,460,10678
10675,Multiple carriers,Delhi,Cochin,1 stop,1,5,2019,20,20,19,0,520,9794
27,GoAir,Delhi,Cochin,1 stop,15,5,2019,0,0,12,55,355,7682
76,GoAir,Banglore,Delhi,non-stop,3,4,2019,40,40,14,30,170,3898
114,GoAir,Delhi,Cochin,1 stop,27,6,2019,0,0,12,55,355,5281
141,GoAir,Kolkata,Banglore,1 stop,6,6,2019,30,30,7,45,495,6686
152,GoAir,Banglore,Delhi,non-stop,27,6,2019,40,40,14,30,170,3898
200,GoAir,Kolkata,Banglore,1 stop,24,3,2019,25,25,7,40,555,10091
261,GoAir,Banglore,Delhi,non-stop,3,3,2019,55,55,23,50,175,6722
332,GoAir,Banglore,Delhi,non-stop,9,4,2019,55,55,23,40,165,4239
403,GoAir,Banglore,Delhi,non-stop,9,3,2019,45,45,10,40,175,7631
453,GoAir,Banglore,Delhi,non-stop,18,4,2019,40,40,14,30,170,4937
475,GoAir,Delhi,Cochin,1 stop,3,3,2019,0,0,12,50,350,7378
528,GoAir,Banglore,Delhi,non-stop,24,5,2019,40,40,14,30,170,3398
548,GoAir,Banglore,Delhi,non-stop,1,6,2019,45,45,10,40,175,5048
579,GoAir,Delhi,Cochin,1 stop,15,6,2019,35,35,19,35,540,4959
676,GoAir,Banglore,Delhi,non-stop,18,6,2019,55,55,23,40,165,3419
685,GoAir,Delhi,Cochin,1 stop,12,6,2019,25,25,13,35,370,5842
704,GoAir,Banglore,Delhi,non-stop,3,5,2019,40,40,14,30,170,3898
726,GoAir,Delhi,Cochin,1 stop,1,6,2019,25,25,19,35,310,10651
792,GoAir,Delhi,Cochin,1 stop,9,5,2019,25,25,19,35,310,10188
982,GoAir,Delhi,Cochin,1 stop,9,6,2019,0,0,12,55,355,5897
1184,GoAir,Banglore,Delhi,non-stop,24,5,2019,45,45,10,40,175,3419
1263,GoAir,Banglore,Delhi,non-stop,3,5,2019,45,45,10,40,175,3898
1272,GoAir,Kolkata,Banglore,1 stop,15,5,2019,40,40,0,15,455,7831
1382,GoAir,Banglore,Delhi,1 stop,3,3,2019,45,45,20,15,270,8352
1387,GoAir,Delhi,Cochin,1 stop,3,4,2019,25,25,13,35,370,4106
1564,GoAir,Kolkata,Banglore,non-stop,27,6,2019,20,20,17,55,155,3514
1647,GoAir,Delhi,Cochin,1 stop,6,4,2019,35,35,19,35,540,5135
1649,GoAir,Delhi,Cochin,1 stop,15,6,2019,25,25,13,35,370,5842
1662,GoAir,Delhi,Cochin,1 stop,27,5,2019,25,25,13,35,370,6841
1687,GoAir,Kolkata,Banglore,1 stop,1,5,2019,30,30,7,45,495,6686
1698,GoAir,Banglore,Delhi,non-stop,6,6,2019,45,45,10,40,175,3898
1776,GoAir,Delhi,Cochin,1 stop,18,5,2019,25,25,13,35,370,6296
1900,GoAir,Delhi,Cochin,1 stop,21,4,2019,55,55,13,35,460,6146
1912,GoAir,Delhi,Cochin,1 stop,1,6,2019,25,25,13,35,370,6393
1952,GoAir,Banglore,Delhi,non-stop,1,5,2019,40,40,14,30,170,4340
1959,GoAir,Banglore,Delhi,non-stop,1,3,2019,40,40,14,35,175,11111
2000,GoAir,Kolkata,Banglore,1 stop,24,5,2019,30,30,7,45,495,7335
2009,GoAir,Delhi,Cochin,1 stop,24,4,2019,25,25,13,35,370,4692
2068,GoAir,Banglore,Delhi,non-stop,12,4,2019,45,45,10,40,175,6722
2126,GoAir,Delhi,Cochin,1 stop,15,4,2019,25,25,13,35,370,5052
2167,GoAir,Banglore,Delhi,non-stop,6,6,2019,55,55,23,40,165,3419
2170,GoAir,Delhi,Cochin,1 stop,6,6,2019,35,35,19,35,540,4959
2187,GoAir,Delhi,Cochin,1 stop,21,3,2019,0,0,12,50,350,9385
2288,GoAir,Delhi,Cochin,1 stop,6,4,2019,25,25,13,35,370,4201
2362,GoAir,Delhi,Cochin,1 stop,6,4,2019,0,0,12,55,355,5135
2419,GoAir,Banglore,Delhi,non-stop,15,5,2019,40,40,14,30,170,3398
2504,GoAir,Banglore,Delhi,non-stop,9,3,2019,55,55,23,50,175,5706
2515,GoAir,Banglore,Delhi,non-stop,6,4,2019,55,55,23,40,165,3419
2602,GoAir,Banglore,Delhi,non-stop,15,5,2019,45,45,10,40,175,3419
2636,GoAir,Kolkata,Banglore,1 stop,18,5,2019,30,30,7,45,495,7335
2645,GoAir,Banglore,Delhi,non-stop,1,5,2019,55,55,23,40,165,3898
2655,GoAir,Banglore,Delhi,non-stop,27,5,2019,40,40,14,30,170,3398
2703,GoAir,Banglore,Delhi,non-stop,1,4,2019,45,45,10,40,175,4239
2933,GoAir,Banglore,Delhi,non-stop,6,5,2019,40,40,14,30,170,3398
2935,GoAir,Banglore,Delhi,non-stop,24,5,2019,55,55,23,40,165,3419
2944,GoAir,Banglore,Delhi,non-stop,6,5,2019,55,55,23,40,165,3419
3020,GoAir,Kolkata,Banglore,1 stop,21,5,2019,40,40,0,15,455,8855
3029,GoAir,Delhi,Cochin,1 stop,12,6,2019,0,0,12,55,355,5281
3071,GoAir,Kolkata,Banglore,1 stop,24,3,2019,35,35,14,25,470,4773
3098,GoAir,Delhi,Cochin,1 stop,24,6,2019,0,0,12,55,355,5281
3115,GoAir,Banglore,Delhi,non-stop,6,6,2019,40,40,14,30,170,3898
3231,GoAir,Banglore,Delhi,non-stop,3,4,2019,45,45,10,40,175,4239
3240,GoAir,Kolkata,Banglore,1 stop,24,3,2019,25,25,0,5,460,10198
3269,GoAir,Kolkata,Banglore,1 stop,9,6,2019,40,40,0,15,455,9495
3281,GoAir,Banglore,Delhi,non-stop,15,6,2019,55,55,23,40,165,3898
3293,GoAir,Banglore,Delhi,non-stop,21,6,2019,55,55,23,40,165,3898
3314,GoAir,Banglore,Delhi,non-stop,21,4,2019,45,45,10,40,175,4632
3544,GoAir,Delhi,Cochin,1 stop,3,6,2019,35,35,19,35,540,4959
3559,GoAir,Delhi,Cochin,1 stop,3,6,2019,25,25,13,35,370,6976
3643,GoAir,Banglore,Delhi,non-stop,12,6,2019,55,55,23,40,165,3419
3709,GoAir,Kolkata,Banglore,1 stop,1,5,2019,40,40,0,15,455,6484
3911,GoAir,Banglore,Delhi,non-stop,18,3,2019,40,40,14,35,175,4340
4022,GoAir,Banglore,Delhi,non-stop,27,5,2019,55,55,23,40,165,3419
4087,GoAir,Banglore,Delhi,non-stop,3,6,2019,55,55,23,40,165,3419
4107,GoAir,Banglore,Delhi,non-stop,15,6,2019,40,40,14,30,170,3898
4129,GoAir,Kolkata,Banglore,1 stop,9,6,2019,30,30,7,45,495,6354
4135,GoAir,Banglore,Delhi,non-stop,3,3,2019,40,40,14,35,175,7646
4148,GoAir,Banglore,Delhi,non-stop,18,5,2019,40,40,14,30,170,4340
4183,GoAir,Delhi,Cochin,1 stop,3,4,2019,35,35,19,35,540,5135
4208,GoAir,Delhi,Cochin,1 stop,27,3,2019,0,0,12,50,350,5281
4340,GoAir,Banglore,Delhi,non-stop,1,6,2019,40,40,14,30,170,3898
4346,GoAir,Banglore,Delhi,non-stop,24,6,2019,45,45,10,40,175,3898
4357,GoAir,Banglore,Delhi,non-stop,1,5,2019,45,45,10,40,175,3898
4391,GoAir,Banglore,Delhi,non-stop,27,5,2019,45,45,10,40,175,3419
4516,GoAir,Delhi,Cochin,1 stop,27,3,2019,10,10,19,20,310,10188
4545,GoAir,Banglore,Delhi,non-stop,18,4,2019,55,55,23,40,165,5048
4553,GoAir,Banglore,Delhi,non-stop,21,5,2019,45,45,10,40,175,5048
4610,GoAir,Banglore,Delhi,non-stop,3,6,2019,40,40,14,30,170,3898
4868,GoAir,Delhi,Cochin,1 stop,21,4,2019,0,0,12,55,355,6591
5088,GoAir,Banglore,Delhi,non-stop,18,4,2019,45,45,10,40,175,5048
5184,GoAir,Delhi,Cochin,1 stop,9,6,2019,35,35,19,35,540,5281
5194,GoAir,Banglore,Delhi,non-stop,15,6,2019,45,45,10,40,175,3898
5237,GoAir,Kolkata,Banglore,1 stop,12,5,2019,40,40,0,15,455,8855
5242,GoAir,Banglore,Delhi,non-stop,24,6,2019,40,40,14,30,170,3898
5279,GoAir,Delhi,Cochin,1 stop,1,4,2019,35,35,19,35,540,5281
5366,GoAir,Kolkata,Banglore,non-stop,24,6,2019,20,20,17,55,155,3514
5383,GoAir,Delhi,Cochin,1 stop,27,4,2019,25,25,13,35,370,5140
5422,GoAir,Banglore,Delhi,non-stop,12,4,2019,40,40,14,30,170,4937
5554,GoAir,Delhi,Cochin,1 stop,9,5,2019,25,25,13,35,370,5842
5635,GoAir,Banglore,Delhi,non-stop,27,4,2019,55,55,23,40,165,3898
5684,GoAir,Delhi,Cochin,1 stop,27,3,2019,0,0,13,20,440,4563
5752,GoAir,Delhi,Cochin,1 stop,1,5,2019,25,25,13,35,370,5842
5918,GoAir,Kolkata,Banglore,1 stop,9,5,2019,30,30,7,45,495,6095
6197,GoAir,Delhi,Cochin,1 stop,24,6,2019,35,35,19,35,540,3876
6247,GoAir,Delhi,Cochin,1 stop,9,5,2019,35,35,19,35,540,6591
6307,GoAir,Kolkata,Banglore,1 stop,1,4,2019,40,40,0,15,455,5171
6325,GoAir,Delhi,Cochin,1 stop,6,3,2019,25,25,19,20,535,8213
6350,GoAir,Banglore,Delhi,non-stop,12,4,2019,55,55,23,40,165,6722
6417,GoAir,Delhi,Cochin,1 stop,6,5,2019,25,25,13,35,370,6296
6456,GoAir,Delhi,Cochin,1 stop,24,4,2019,0,0,12,55,355,6195
6478,GoAir,Banglore,Delhi,non-stop,9,6,2019,45,45,10,40,175,3898
6484,GoAir,Banglore,Delhi,non-stop,18,5,2019,45,45,10,40,175,4239
6504,GoAir,Banglore,Delhi,non-stop,24,6,2019,55,55,23,40,165,3419
6508,GoAir,Banglore,Delhi,1 stop,9,3,2019,50,50,20,15,265,7657
6523,GoAir,Banglore,Delhi,non-stop,3,5,2019,55,55,23,40,165,4239
6588,GoAir,Delhi,Cochin,1 stop,15,4,2019,0,0,12,55,355,6195
6596,GoAir,Delhi,Cochin,1 stop,27,6,2019,35,35,19,35,540,3948
6620,GoAir,Banglore,Delhi,non-stop,24,3,2019,40,40,14,35,175,3898
6626,GoAir,Delhi,Cochin,1 stop,21,5,2019,0,0,12,55,355,6633
6636,GoAir,Banglore,Delhi,non-stop,18,5,2019,55,55,23,40,165,4632
6761,GoAir,Delhi,Cochin,1 stop,15,5,2019,25,25,19,35,310,10188
6866,GoAir,Delhi,Cochin,1 stop,27,3,2019,25,25,19,20,535,5281
7047,GoAir,Delhi,Cochin,1 stop,6,6,2019,25,25,19,35,310,7870
7109,GoAir,Banglore,Delhi,non-stop,24,3,2019,45,45,10,40,175,4239
7120,GoAir,Delhi,Cochin,1 stop,27,4,2019,35,35,19,35,540,6922
7134,GoAir,Banglore,Delhi,non-stop,9,4,2019,45,45,10,40,175,4632
7140,GoAir,Delhi,Cochin,1 stop,21,4,2019,35,35,19,35,540,7031
7168,GoAir,Delhi,Cochin,1 stop,12,6,2019,35,35,19,35,540,4959
7181,GoAir,Delhi,Cochin,1 stop,15,6,2019,0,0,12,55,355,5281
7202,GoAir,Delhi,Cochin,1 stop,3,4,2019,0,0,12,55,355,4725
7278,GoAir,Delhi,Cochin,1 stop,24,4,2019,35,35,19,35,540,5430
7381,GoAir,Kolkata,Banglore,1 stop,6,5,2019,30,30,7,45,495,7451
7389,GoAir,Banglore,Delhi,non-stop,9,3,2019,40,40,14,35,175,7305
7405,GoAir,Delhi,Cochin,1 stop,12,6,2019,25,25,19,35,310,7870
7462,GoAir,Delhi,Cochin,1 stop,6,3,2019,0,0,13,20,440,6393
7528,GoAir,Delhi,Cochin,1 stop,9,4,2019,25,25,13,20,355,4106
7576,GoAir,Banglore,Delhi,non-stop,24,3,2019,45,45,10,40,175,3898
7604,GoAir,Kolkata,Banglore,1 stop,9,5,2019,40,40,0,15,455,8777
7605,GoAir,Delhi,Cochin,1 stop,24,6,2019,25,25,19,35,310,7870
7632,GoAir,Banglore,Delhi,non-stop,15,3,2019,55,55,23,50,175,8722
7660,GoAir,Delhi,Cochin,1 stop,21,5,2019,25,25,13,20,355,5842
7782,GoAir,Banglore,Delhi,non-stop,1,6,2019,55,55,23,40,165,3898
7803,GoAir,Banglore,Delhi,non-stop,27,4,2019,45,45,10,40,175,5048
8065,GoAir,Kolkata,Banglore,1 stop,6,5,2019,40,40,0,15,455,7102
8196,GoAir,Banglore,Delhi,non-stop,24,3,2019,45,45,10,40,175,5048
8258,GoAir,Banglore,Delhi,non-stop,6,4,2019,45,45,10,40,175,4632
8292,GoAir,Banglore,Delhi,non-stop,24,4,2019,55,55,23,40,165,3419
8336,GoAir,Delhi,Cochin,1 stop,9,6,2019,30,30,13,35,365,6276
8346,GoAir,Kolkata,Banglore,1 stop,18,5,2019,40,40,0,15,455,10586
8419,GoAir,Kolkata,Banglore,1 stop,15,5,2019,30,30,7,45,495,6945
8741,GoAir,Banglore,Delhi,non-stop,18,6,2019,45,45,10,40,175,3419
8790,GoAir,Banglore,Delhi,non-stop,15,3,2019,45,45,10,40,175,5706
8872,GoAir,Delhi,Cochin,1 stop,3,6,2019,0,0,12,55,355,4959
8885,GoAir,Delhi,Cochin,1 stop,9,6,2019,55,55,13,35,460,5199
8971,GoAir,Delhi,Cochin,1 stop,1,6,2019,0,0,12,55,355,5457
8998,GoAir,Banglore,Delhi,non-stop,15,4,2019,55,55,23,40,165,3898
9135,GoAir,Banglore,Delhi,non-stop,12,5,2019,55,55,23,40,165,3419
9261,GoAir,Delhi,Cochin,1 stop,3,6,2019,25,25,19,35,310,9069
9282,GoAir,Banglore,Delhi,non-stop,27,6,2019,45,45,10,40,175,3419
9327,GoAir,Delhi,Cochin,1 stop,15,4,2019,35,35,19,35,540,5752
9337,GoAir,Delhi,Cochin,1 stop,27,6,2019,25,25,13,35,370,4525
9347,GoAir,Banglore,Delhi,1 stop,15,3,2019,45,45,20,15,270,7657
9433,GoAir,Delhi,Cochin,1 stop,24,6,2019,25,25,13,35,370,4692
9479,GoAir,Delhi,Cochin,1 stop,9,6,2019,25,25,19,35,310,9069
9488,GoAir,Banglore,Delhi,non-stop,12,6,2019,45,45,10,40,175,3419
9539,GoAir,Delhi,Cochin,1 stop,1,4,2019,25,25,13,35,370,4563
9666,GoAir,Delhi,Cochin,1 stop,3,3,2019,30,30,13,20,350,6112
9750,GoAir,Banglore,Delhi,non-stop,12,5,2019,45,45,10,40,175,3898
9791,GoAir,Delhi,Cochin,1 stop,15,5,2019,35,35,19,35,540,7378
9800,GoAir,Delhi,Cochin,1 stop,27,6,2019,25,25,19,35,310,7870
9825,GoAir,Banglore,Delhi,non-stop,3,3,2019,55,55,23,50,175,7222
9907,GoAir,Banglore,Delhi,non-stop,1,4,2019,55,55,23,40,165,4239
9917,GoAir,Kolkata,Banglore,1 stop,24,5,2019,40,40,0,15,455,8855
9939,GoAir,Banglore,Delhi,non-stop,15,4,2019,45,45,10,40,175,4632
10006,GoAir,Delhi,Cochin,1 stop,21,5,2019,35,35,19,35,540,6195
10089,GoAir,Banglore,Delhi,non-stop,24,4,2019,45,45,10,40,175,4632
10137,GoAir,Delhi,Cochin,1 stop,3,3,2019,45,45,13,20,455,5628
10142,GoAir,Banglore,Delhi,non-stop,24,4,2019,40,40,14,30,170,3898
10242,GoAir,Banglore,Delhi,non-stop,9,6,2019,55,55,23,40,165,3898
10327,GoAir,Banglore,Delhi,non-stop,3,4,2019,55,55,23,40,165,4239
10336,GoAir,Delhi,Cochin,1 stop,27,5,2019,0,0,12,55,355,5752
10360,GoAir,Kolkata,Banglore,1 stop,9,6,2019,40,40,14,35,475,3673
10379,GoAir,Banglore,Delhi,non-stop,3,3,2019,45,45,10,40,175,7222
10389,GoAir,Kolkata,Banglore,non-stop,15,6,2019,20,20,17,55,155,3514
10439,GoAir,Banglore,Delhi,non-stop,24,3,2019,55,55,23,50,175,5706
10509,GoAir,Banglore,Delhi,non-stop,15,3,2019,40,40,14,35,175,6113
10516,GoAir,Banglore,Delhi,non-stop,21,6,2019,40,40,14,30,170,3398
10523,GoAir,Delhi,Cochin,1 stop,9,3,2019,0,0,13,20,440,8422
10625,GoAir,Banglore,Delhi,non-stop,24,3,2019,40,40,14,35,175,4340
28,Vistara,Banglore,Delhi,non-stop,18,6,2019,45,45,12,35,170,4668
29,Vistara,Chennai,Kolkata,non-stop,15,6,2019,5,5,9,20,135,3687
30,Vistara,Chennai,Kolkata,non-stop,18,6,2019,5,5,9,20,135,3687
57,Vistara,Chennai,Kolkata,non-stop,6,3,2019,5,5,9,20,135,7414
59,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,40,40,16,45,1505,12395
64,Vistara,Chennai,Kolkata,non-stop,24,5,2019,5,5,9,20,135,3687
66,Vistara,Banglore,Delhi,non-stop,24,4,2019,45,45,12,35,170,5403
75,Vistara,Banglore,Delhi,non-stop,9,3,2019,50,50,12,35,165,7240
112,Vistara,Kolkata,Banglore,1 stop,12,5,2019,20,20,9,5,765,9397
118,Vistara,Banglore,Delhi,non-stop,12,6,2019,0,0,9,40,160,4668
132,Vistara,Delhi,Cochin,non-stop,12,5,2019,40,40,17,50,190,6216
177,Vistara,Kolkata,Banglore,1 stop,21,5,2019,0,0,18,50,1550,9345
207,Vistara,Banglore,Delhi,non-stop,27,6,2019,0,0,19,35,155,4878
216,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,18,50,700,9555
244,Vistara,Chennai,Kolkata,non-stop,18,3,2019,5,5,9,20,135,4842
248,Vistara,Chennai,Kolkata,non-stop,27,6,2019,45,45,20,5,140,11982
250,Vistara,Delhi,Cochin,non-stop,3,3,2019,0,0,9,10,190,8001
299,Vistara,Banglore,Delhi,non-stop,9,5,2019,0,0,19,35,155,4878
301,Vistara,Banglore,Delhi,non-stop,27,6,2019,0,0,9,40,160,4668
362,Vistara,Banglore,Delhi,non-stop,27,6,2019,30,30,14,20,170,4668
370,Vistara,Delhi,Cochin,non-stop,15,4,2019,0,0,9,10,190,6216
383,Vistara,Kolkata,Banglore,1 stop,1,5,2019,10,10,22,40,930,8452
415,Vistara,Kolkata,Banglore,1 stop,24,3,2019,20,20,22,10,1550,11105
426,Vistara,Banglore,Delhi,non-stop,3,3,2019,0,0,18,35,155,11793
429,Vistara,Kolkata,Banglore,1 stop,6,5,2019,20,20,22,40,1580,8452
430,Vistara,Banglore,Delhi,non-stop,12,4,2019,0,0,9,40,160,5403
434,Vistara,Banglore,Delhi,non-stop,1,6,2019,30,30,22,15,165,4878
437,Vistara,Delhi,Cochin,non-stop,21,4,2019,40,40,17,50,190,6741
469,Vistara,Banglore,Delhi,non-stop,3,5,2019,0,0,9,40,160,4668
474,Vistara,Banglore,Delhi,non-stop,9,3,2019,10,10,18,50,160,7923
476,Vistara,Banglore,Delhi,non-stop,3,6,2019,30,30,22,15,165,4878
498,Vistara,Kolkata,Banglore,1 stop,15,5,2019,20,20,20,20,1440,8610
508,Vistara,Kolkata,Banglore,1 stop,21,5,2019,20,20,18,50,1350,9345
516,Vistara,Chennai,Kolkata,non-stop,27,5,2019,5,5,9,20,135,3687
552,Vistara,Chennai,Kolkata,non-stop,21,3,2019,5,5,9,20,135,3739
555,Vistara,Kolkata,Banglore,1 stop,1,4,2019,0,0,18,50,1550,8610
556,Vistara,Delhi,Cochin,non-stop,9,5,2019,40,40,17,50,190,6216
586,Vistara,Banglore,Delhi,non-stop,18,5,2019,0,0,9,40,160,4878
634,Vistara,Banglore,Delhi,non-stop,3,5,2019,0,0,23,50,170,5613
641,Vistara,Banglore,Delhi,non-stop,21,4,2019,45,45,12,35,170,5403
644,Vistara,Kolkata,Banglore,1 stop,18,5,2019,0,0,10,45,1065,9187
659,Vistara,Banglore,Delhi,non-stop,24,6,2019,45,45,12,35,170,4668
666,Vistara,Banglore,Delhi,non-stop,27,4,2019,0,0,23,50,170,5403
692,Vistara,Kolkata,Banglore,1 stop,24,3,2019,20,20,22,55,1595,11682
709,Vistara,Banglore,Delhi,non-stop,15,6,2019,0,0,19,35,155,4878
719,Vistara,Kolkata,Banglore,1 stop,24,3,2019,20,20,9,10,770,12312
733,Vistara,Chennai,Kolkata,non-stop,12,5,2019,45,45,20,5,140,11982
768,Vistara,Kolkata,Banglore,1 stop,6,6,2019,20,20,23,25,1625,9345
769,Vistara,Kolkata,Banglore,1 stop,9,5,2019,10,10,23,25,975,8085
774,Vistara,Banglore,Delhi,non-stop,21,3,2019,0,0,9,40,160,5403
776,Vistara,Delhi,Cochin,non-stop,24,4,2019,40,40,17,50,190,6216
793,Vistara,Banglore,Delhi,non-stop,9,3,2019,0,0,9,40,160,7398
800,Vistara,Kolkata,Banglore,1 stop,24,3,2019,10,10,20,25,795,13152
802,Vistara,Kolkata,Banglore,1 stop,12,6,2019,20,20,9,5,765,7927
804,Vistara,Banglore,Delhi,non-stop,3,3,2019,30,30,14,10,160,8028
813,Vistara,Banglore,Delhi,non-stop,6,5,2019,0,0,9,40,160,4668
829,Vistara,Kolkata,Banglore,1 stop,21,5,2019,20,20,22,40,1580,8452
850,Vistara,Banglore,Delhi,non-stop,9,6,2019,30,30,22,15,165,4878
898,Vistara,Kolkata,Banglore,1 stop,24,3,2019,0,0,10,50,1070,12890
906,Vistara,Banglore,Delhi,non-stop,3,4,2019,45,45,12,35,170,5403
920,Vistara,Chennai,Kolkata,non-stop,21,6,2019,5,5,9,20,135,3687
973,Vistara,Chennai,Kolkata,non-stop,9,3,2019,5,5,9,20,135,6627
978,Vistara,Kolkata,Banglore,1 stop,6,6,2019,0,0,10,45,1065,9187
994,Vistara,Kolkata,Banglore,1 stop,12,5,2019,0,0,18,50,1550,9135
1049,Vistara,Kolkata,Banglore,1 stop,24,5,2019,10,10,18,50,700,9555
1072,Vistara,Delhi,Cochin,non-stop,21,3,2019,55,55,17,50,175,5586
1092,Vistara,Chennai,Kolkata,non-stop,1,6,2019,5,5,9,20,135,3687
1096,Vistara,Kolkata,Banglore,1 stop,24,5,2019,20,20,10,45,865,9187
1100,Vistara,Banglore,Delhi,non-stop,9,5,2019,0,0,9,40,160,4668
1118,Vistara,Kolkata,Banglore,1 stop,21,5,2019,10,10,9,5,1555,8452
1130,Vistara,Delhi,Cochin,non-stop,12,6,2019,40,40,17,50,190,6216
1210,Vistara,Banglore,Delhi,non-stop,27,5,2019,30,30,14,20,170,4668
1244,Vistara,Kolkata,Banglore,1 stop,6,5,2019,10,10,22,40,930,8452
